performance_start_date,performance_end_date,performance_serial_number,performance_genre,performance_name,performance_place,performance_runningtime,performance_intermission,performance_age,performance_enter,performance_phonenumber,performance_synopsis,performance_work_description,cast_editor,crew_editor,performance_discount_info,performance_seat_info
20241221,20241221,35789,클래식,린트리오 기획연주회,세종체임버홀,90.0,10.0,7세 이상,현대문화,02-2266-1307,"MerryChristmas!겨울의아름다움과크리스마스의정수를담은특별한음악회'WinterSerenades'에여러분을초대합니다.린트리오가준비한이번콘서트에서는따뜻함과감성을전하는음악으로여러분을매료시킬것입니다.크리스마스를맞이하여사랑하는가족,연인,또는친구들과함께행복한추억을만들어보세요.함께하는이겨울의밤,세종문화회관체임버홀에서음악과감동의순간을놓치지마세요!","1부프란시스뿔랑-고성으로의초대발데마르폰바우스넌-바이올린,클라리넷,피아노를위한세레나데2부생상스-서주와론도카프리치오소모차르트-클라리넷5중주가장조K.581II.라르게토(편곡)브람스-간주곡가장조,Op.118No.2크라이슬러/라흐마니노프-사랑의슬픔","LINTRIO?Violin박재린?예원,서울예고,연세대음대졸업?독일쾰른국립음대전문연주자과정및석사졸업?성신여자대학교음악대학박사수료?PremioCitta'DiPadova국제콩쿠르및한국일보,한양대,스트라드,성정등1위및입?서울예대외래교수,전북대,목원대,숭실대강사역임?현재상명대,경기예고,인천여중출강,프라임필,고양필오케스트라객원악장,서울네오필,리움챔버오케스트라악장,리벤토현악사중주멤버,로드앙상블리더CLARINET홍성수?한양대학교음대졸업?Ecolenormalemusiquedeparis최고연주자과정졸업,Ecolenationalemusiqued'EvryD.E.M최고점수졸업?Ecolenationalemusiquedecreteil실내악최고연주자과정졸업?Europeanpicardiconcour입상?시흥시교향악단,W필하모니오케스트라,아르누보클라리넷앙상블과협연?현재강원대,강릉원주대,전주대출강,안양윈드오케스트라악장,서울내셔널심포니오케스트라수석,서울모던앙상블,현대음악앙상블'소리'멤버PIANO김아름?선화예고,서울대학교기악과졸업?독일W?rzburg음악대학전문연주자과정및최고연주자과정졸업?독일EssenFolkwang예술대학성악반주과졸업?삼익콩쿠르,전국학생장학콩쿠르,독일WolfgangFischerundMariaFischer-FlachStiftung실내악콩쿠르입상?경희대교육대학원,신한대,안동대강사역임?현재추계예대,총신대,협성대,선화예고출강,앙상블비트윈멤버",,91.0,"{SEAT_PRICE=30,000원, PERFORM_IDX=35789, SEAT_RATING=전석}"
20241221,20241222,35858,연극,제16기 시민연극교실,세종S씨어터,80.0,,6세 이상,세종문화회관,02-399-1000,,,,,91.0,"{SEAT_PRICE=10,000원, PERFORM_IDX=35858, SEAT_RATING=전석}"
20241221,20241221,35809,클래식,제 5회 서울 리조이스 앙상블 정기연주회 [Christmas With Rejoice],꿈의숲 콘서트홀,90.0,10.0,5세 이상,박혜연,02-934-974202-904-2525,,누구나즐길수있는친숙한음악으로클래식을가까이느낄수있도록피아노.바이올린.플룻으로구성된연주로다양한연주형태의피아노앙상블1piano4hands.2piano4hands.2piano8hands와바이올린 &amp; 플룻 &amp; 피아노트리오로친숙한음악들로선곡하여조화와어울림을필수인앙상블형태로무대를꾸미고크리스마스에녹아드는클래식곡들과겨울을따뜻하게만들어줄재즈곡.크리스마스곡의메들리로다양한장르와악기로연주합니다.,회장이난주-숙명여자대학교음악대학피아노과수석입학및수석졸업-미국UniversityofColoradoatBoulder석사및박사학위취득-TheViceChancellor’sCompetition우승콜로라도주MTNACompetition3위-신춘음악회.예술의전당귀국독주회.한국피아노듀오협회정기연주회.아시아그랜드피아노콘서트영산아트홀초청연주회.브라이튼앙상블정기연주회.서울피아스트라정기연주회.클래식앙상블정기연주회.서울리조이스앙상블정기연주회.한국루마니아수교11주년초청연주회.일본KAWAI악기사초청음악회연주-서울신포니에타.세종필하모닉오케스트라.루마니아TransilvaniaStateOrchestra등과협연-숙명여자대학교및대학원.안양대학교.평택대학교.삼육대학교.국립안동대학교및대학원숭의여자대학교.동국대학교음악원.한세대학교평생교육원콘서바토리외래교수역임-현재숙명여자대학교문화예술대학원피아노교수학외래교수서울리조이스앙상블회장.클래식앙상블이사.서울피아스트라이사.브라이튼앙상블단원.한국피아노학회.한국피아노듀오협회정회원단장윤복경-숙명여고재학중캐나다로유학-캐나다UniversityofVictoria음악대학졸업-미국ClevelandInstituteofMusic석사학위취득-예술의전당귀국독주회.금호갤러리금요콘서트.영산아트홀초청연주회부암아트홀등에서다수의독주회및실내악연주회-성음레코드초청연주회.인천피아노협회.경주서라벌신문사.군산YWCA초청연주회서울리조이스앙상블정기연주회.브라이튼앙상블정기연주회.서울피아스트라정기연주회클래식앙상블정기연주회연주.-인천시립교향악단.모스크바국립방송교향악단.헝가리SzegedOrchestra.러시아St.PetersburgOrchestra폴란드WieniawskiOrchestra등과협연-광주대학교.안양대학교.안양과학대학교.삼육대학교.국제예술학교.선화예술중학교외래교수역임-현재서울리조이스앙상블단장.서울피아스트라이사.EncoreTrio단원외)연주자14명,,91.0,"{SEAT_PRICE=무료, PERFORM_IDX=35809, SEAT_RATING=전석}"
20241221,20241221,35243,대중음악,꿈의숲 밴드 콘서트 〈Dream Xmas_프롬올투휴먼 / 오월오일〉,꿈의숲 퍼포먼스홀,100.0,,7세 이상,세종문화티켓,02-399-1000,,"일을 할 때 만났던 장태웅에게 찾아가 자신이 류지호와 함께 만든 음악을 들려주며 같이 음악을 해보자고 이야기하였고, 장태웅이 이 제안을 수락하게 되면서 3인조 밴드가 완성되었다. 2019년 첫 싱글 ‘Run’ 을 발표하며 데뷔하였고 2021년에는 첫 번째 EP ‘삭(SAK)’을 발표, 매력적인 사운드와 청량한 보컬을 선보이면서 리스너들에게 조금씩 이름을 알리기 시작했다. 2022년에는 M net 밴드 서바이벌 프로그램 ‘그레이트 서울 인베이전’에 참가해 최종 4위를 차지하는 성과를 거두었고, 이어 두 번째 EP ‘Nightmare’를 발표하여 화제성을 이어 나갔다. 2023년에는 인디 씬에서 신예 발굴의 등용문이라 불리는 민트페이퍼 컴필레이션 앨범 ‘bright’ #12 시리즈에 참여하였고, 이어 첫 번째 정규앨범 ‘Campo’ 를 발매하며 커리어를 펼쳐가고 있다. ▶ 멤 버 : 류지호(보컬, 기타), 곽지현(신디사이저, 리더), 장태웅(리드 기타)' border='0' style='border: 0px solid;'>",,,91.0,"{SEAT_PRICE=66,000원, PERFORM_IDX=35243, SEAT_RATING=전석}"
20241221,20241221,35862,클래식,Curated Concert of Lin Trio,세종체임버홀,90.0,10.0,6,Hyundai,02-2266-1307,,"Weinviteyoutothespecialconcert'WinterSerenades', whichcontainsthebeautyofwinterandtheethosofChristmas.InthisconcertbyLinTrio,youwillbefascinatedbymusicthatconveyswarmthandemotions.CelebrateChristmaswithyourlovingfamily,lovers,orfriends,makingunforgettable,happymemories.Don'tmisstouchingmomentswithmusicatthiswinternighttogether,atChamberHallofSejongCenterforthePerformingArts.",,,91.0,"{SEAT_PRICE=30,000 won, PERFORM_IDX=35862, SEAT_RATING=All seats}"
20241220,20241220,35836,클래식,Sharing Love 13,세종체임버홀,100.0,15.0,7,,02-525-2761,,,,,91.0,"{SEAT_PRICE=70,000 won, PERFORM_IDX=35836, SEAT_RATING=R}, {SEAT_PRICE=50,000 won, PERFORM_IDX=35836, SEAT_RATING=S}"
20241220,20241220,35782,클래식,하피스트 곽정의 Sharing Love 13,세종체임버홀,100.0,15.0,7세 이상,마에스트로 컴퍼니,02-525-2761,,김현철 크리스마스에는 축복을' border='0' style='border: 0px solid;'>,"의 음악감독으로 활동하고 있다. 하피데이 앙상블 2002년 창단한 하피데이앙상블은 한국을 대표하는 젊은 하피스트들로 구성된 세계적으로 드문 하프 연주 단체이다. 2002년 금호 영아티스트 오디션에서 앙상블 단체로는 유일하게 선정되어 창단 연주회를 개최한 후, 국내외 곳곳에서 활발한 연주활동을 하고 있다. 2016년 4월에는 뉴욕 카네기홀에서 성황리에 리사이틀을 개최하였으며 2017년 11월에는 ITALY &amp; USA주최 ‘ALBA MUSIC FESTIVAL’에 초청되어 성공적인 이탈리아 투어를 마쳤다. 2019년에는 뉴욕 링컨센터를 포함한 미국 4개 도시를 투어를 하였다. 2013년 사단법인 등록 후 하프 교육, 자선공연도 열심히 하며 하프 대중화에 힘쓰고 있는 하피데이앙상블은 초록우산 어린이재단 홍보사절로 활동하고 있다. 하피데이앙상블(음악감독 곽정)은 창단멤버이자 리더인 방민소를 중심으로 멤버 지윤미, 지예송, 전정이, 윤수민 등 국내외 콩쿠르와 오디션 우승 및 연주 등 가장 왕성한 활동을 펼치는 차세대 하피스트들로 구성되어 있다. Recorderist 남형주 남형주는 화려한 리코더 연주로 사람들의 마음을 사로잡고 있는 차세대 리코더 연주자이다. 일찍이 전국리코더콩쿠르에서 전체대상에 오르며 장학금을 수여받았고, 춘천국제리코더콩쿠르 독주 및 앙상블 부문 입상하며 큰 두각을 나타냈으며 이후 다양한 연주활동 통해 경험을 쌓았다. TVN , MBC , KBS 출연으로 화제를 모으며 이름을 알린 그는 경기아트센터 시리즈, , 조수미&amp;이무지치 , 예술의전당 , 경기시나위오케스트라와 성찬경 작곡 협연 등 여러 무대에서 활약하며 리코더 연주자로서의 입지를 굳히고 있다. 최근 동경예술대학 고음악학부 교환과정을 수료, 한국예술종합학교 예술사를 졸업, 리코더 연주자로서 학업을 이어가고 있다. '모두를 위한 리코더 연주자'를 지향하는 남형주는 대중들에게 다채로운 리코더의 매력을 전하기 위해 다양한 분야에서 활약하고 있다.' border='0' style='width: 950px; height: 1584px; border: 0px solid;'>",,91.0,"{SEAT_PRICE=70,000원, PERFORM_IDX=35782, SEAT_RATING=R석}, {SEAT_PRICE=50,000원, PERFORM_IDX=35782, SEAT_RATING=S석}"
20241220,20241220,35829,클래식,명지대학교 피아노전공 제1회 정기연주회,꿈의숲 콘서트홀,140.0,15.0,8세 이상,김희정,010-7584-1615,,"ProgramL.v.Beethoven이진호R.Schumann최연주F.Chopin노유한R.Schumann김민지F.Schumann이승민인터미션15분J.Brahms중no.1~3양가온F.Liszt이주원F.Say이효록F.Chopin황명호L.v.Beethoven박준성L.v.Beethoven이작품은1820년에루트비히판베토벤에의해쓰인피아노소나타로,베토벤피아노소나타의전형으로여겨지고있다.베토벤은바로이전작품인거대한《하머클라비어소나타》이후,보다더작은규모와더친밀한성격으로돌아가고있다.음악적으로이작품은전통적인소나타형식이며,그초점은다양한개별적인방식으로주제를해석하는세번째악장의일련의변주곡이다.R.Schumann20살의젊은나이에사랑과이별을경험한로베르트슈만이상상속벗인아베크를지칭하여쓴작품이다.첫번째주제는이곡의제목인다섯개의음표로(A-B-E-G-G)시작되며이후작품은사랑에빠진청춘의마음을표현하듯로맨틱하고아름답게흘러간다.F.Chopin1841년에작곡된피아노를위한단일악장작품으로,쇼팽이31세였을때작곡되었다.쇼팽의편지에따르면,그는'환상곡'이라는명칭을사용하여규칙에서벗어난자유로움과낭만적인표현을나타내고자했다고알려져있으며독립적인악장의전통을이어가고자하였다.이환상곡은그의가장위대한작품중하나로평가받고있다.R.Schumann로베르트슈만의3개의소나타중1번은그의아내클라라슈만에게남긴아내의대한사랑이돋보이는작품이다.F. Schumann&lt;SymphonicEtude,op.13&gt;슈만의심포닉에튀드는1834년에작곡되어1837년에빈에서출판되었다.이곡은슈만의피아노작품가운데최고의명곡에속할뿐아니라변주곡의역사에있어서도걸작으로꼽힌다.'교향적'이라는표시의의미는독주피아노의한계를깨고서까지오케스트라의다채로운음색과대위법적인화려함과장대함을추구한것과관련이있다고할수있다.J.Brahms중no.1-3이작품은브람스가병상에누운클라라에게힘이되고자헌정한곡이다.6개의소품으로구성된이작품은브람스의생애마지막에작곡하였으며인생의지난날을떠올리며교차하는여러감정들을표현한곡이라할수있다.F.Liszt'WildeJagd'(사냥)은프란츠리스트가피아노연주테크닉을집대성한&lt;초절기교연습곡&gt;12곡중8번으로그의스승인카를체르니에게헌정되었다.당시최고의피아노연주실력을자랑하던리스트의피아노독주곡답게,12곡모두매우높은수준의기교뿐만아니라다양한음악성과표현력을요구하는곡이다.F.SayTroySonata는2018년에발표된피아노소나타[트로이]입니다.호메로스의서사시'일리아스'의배경인트로이전쟁을주제로한작품이다.F.Chopin《환상폴로네이즈》는쇼팽이사망하기3년전에완성한작품으로쇼팽말기의음악적특징들이잘나타나는곡이다.L.v.Beethoven베토벤의&lt;피아노를위한변주곡과푸가E♭장조Op.35&gt;는1802년작곡되었다.같은주제에대한다른변주곡세트가이듬해작곡된그의교향곡3번의피날레로사용되었기때문에일반적으로에로이카변주곡이라고부른다.",-이진호:명지대예술학부피아노전공3학년재학중-이승민:명지대예술학부피아노전공2학년재학중-양가온:명지대예술학부피아노전공1학년재학중-노유한:명지대예술학부피아노전공4학년재학중-김민지:명지대예술학부피아노전공3학년재학중-이주원:명지대예술학부피아노전공1학년재학중-최연주:명지대예술학부피아노전공2학년재학중-황명호:명지대예술학부피아노전공4학년재학중-박준성:명지대예술학부피아노전공2학년재학중-이효록명지대예술학부피아노전공2학년재학중,"명지대학교피아노전공동아리는피아노를매개로음악적교감을나누고,다양한연주활동을통해함께성장하고자노력하고자하는학생들의단체입니다.각자의개성과열정을담아다양한장르와곡을선보이며,음악을통해감동과영감을전하는것을목표로하고있습니다.이번에저희동아리는제1회정기연주회를개최하여그동안의노력을선보이고자합니다.음악을사랑하시는많은분들과함께이특별한순간을나누고자합니다.",91.0,"{SEAT_PRICE=무료, PERFORM_IDX=35829, SEAT_RATING=전석}"
20241219,20241230,34911,클래식,유니버설발레단 〈호두까기인형〉,세종대극장,120.0,20.0,4세 이상,세종문화회관,02-399-1000,,발레역사상 가장 위대한 작곡가 차이콥스키 불멸의 안무가 마리우스 프티파의 시대를 초월하는 클래식 발레 명작! 1986년 초연 후 30년간 이어진 연속 매진의 흥행 신화!' border='0' style='border: 0px solid;'>,,,91.0,"{SEAT_PRICE=130,000원, PERFORM_IDX=34911, SEAT_RATING=VIP석}, {SEAT_PRICE=110,000원, PERFORM_IDX=34911, SEAT_RATING=R석}, {SEAT_PRICE=80,000원, PERFORM_IDX=34911, SEAT_RATING=S석}, {SEAT_PRICE=40,000원, PERFORM_IDX=34911, SEAT_RATING=A석}, {SEAT_PRICE=20,000원, PERFORM_IDX=34911, SEAT_RATING=B석}"
20241219,20241219,35854,클래식,제 32회 아티너스 (Art in Us) 정기연주회,세종체임버홀,95.0,15.0,7세 이상,아티너스,070-4571-4837,"인사말씀2024년을보내면서아티너스가준비한WinterConcert에오신여러분을환영합니다.'우리안의예술'이라는의미의아티너스(ArtinUs)는제자들과함께뜻을모아2009년에시작한단체입니다.벌써15년이라는시간이지나오늘로써제32회정기연주회를맞이하게되었습니다.세월은흐르고우리들의모습은조금씩변해가도음악에대한열정은늘그대로인것같습니다.오늘의프로그램은1Piano4Hands/6Hands그리고2Pianos로연주되는데,독주악기가아닌앙상블악기로서의피아노의변신을즐겁게감상하시기바랍니다.새로운기획을모색하며지속적으로발전하는아티너스가되고자노력하겠습니다.계속되는내년정기연주회에도많은관심과후원을부탁드립니다.다가오는2025년새해에건강과평안함이항상함께하길기원합니다.감사합니다.아티너스음악감독|단국대학교명예교수피아니스트조영방","W.A.MozartSonatainCmajorfor4Hands,KV521I.AllegroII.AndanteIII.Allegretto조윤정조영방C.CzernyBrilliantVariationsforPiano6Hands,Op.295김유리송보경나경운F.SchubertFantasyfor4handsinfminorD.940조영방구민희intermission이주혜ChristmasFantasyfor2Pianos8Hands신지영노재승오상은박수성M.InfanteDansesAndalousesI.RitmoII.SentimientoIII.Gracia(Elvito)권민정정민경G.RossiniOvertureto'WilliamTell'(arrangedfor2Piano8HandsbyF.Wrede)조윤정양시내오상은김유리",,,91.0,"{SEAT_PRICE=20,000원, PERFORM_IDX=35854, SEAT_RATING=전석}"
20241219,20241219,35816,클래식,김지연 피아노 독주회,꿈의숲 콘서트홀,80.0,10.0,7세 이상,톤픽쳐,070-8018-8473,,,,,91.0,"{SEAT_PRICE=10,000원, PERFORM_IDX=35816, SEAT_RATING=전석}"
20241219,20241230,35752,클래식,Universal Ballet 〈Nutcracker〉,세종대극장,120.0,20.0,4,Sejong Center Ticket,02-399-1000,,"Agrandfeastwithmysteriousandfantasticstagesandenchantingdances;withtherealisticbattlebetweentheNutcrackerandtheRatKing,danceofthedazzlingbeautifulwhitesnowflakefairiesinthebeautifulwaltz,folkdancesfromtheworldsuchasRussia,SpainandChinapresentedinthelandofsweets;theClaraandNutcrackerPrince'sGrandPasdeDeuxintunewithTchaikovsky’sscores.It’ssnowingonChristmasEve,andaChristmaspartyisheldatClara'shouse.ThegodfatherDrosselmeyerpresentsClarawithanutcrackerdoll.Onthatnightwheneveryoneisasleep,theRatKingandhisarmypoppedupoutofnowheredestroystheChristmastree,andtheNutcrackeranditssoldiersfightagainstthem.ClarasavestheNutcrackerincrisisandjoinsforcestodefeattheRatKingandhisarmy.ClaraandtheNutcrackerwhobecomeaprince,goonajourneytoamagicallandonasledwithreindeerinblessingsofsnowflakefairies.Inthemagicalland,afestivalisheldforClaraandtheNutcrackerPrince.Therearedistinctivefolkdancesfromallovertheworldthatpersonifydelicaciessuchaschocolateandcandy.Clara,whoturnsintoacandyfairy,presentsthebeautifulGrandPasdeDeuxwiththeNutcrackerPrince.Thenextmorning,Clara,whoreturnsfromanenchantingandfantastictripembracesthenutcrackeratherside,andcelebratesahappyChristmas.Macbeth,whoreturnsfromwinningatthemostfiercebattlefield,isdeeplydisappointedthathewasnotdesignatedasthesuccessortothethronedespitehisgloriouscontributionasthevanguardofthebattlefieldwithoutretreat.McBurney(LadyMacbeth),whohasbeenguardingthebattlefieldwithherhusband,readsMacbeth'sdisappointmentandigniteshishiddendesire.Thetwofinallykillthekingandascendtothethrone,whichtheyhavelongedfor,buttheyfallintoastateofconstantanxietyandnervousnesstokeeptheirbloodstainedpower.Theregicidecommittedtowinthethroneleadstoanotherbrutalmurder,andtheyplungeintothepathofdestruction,andguiltgrowsinsideofthem...Tragedystruckthepeacefuldailylife.Andre,the80-year-oldman,istheprotagonistof'TheFather'.Hismemoriesaregraduallyblurredanddistorted,overwhelmreality,andeventuallyhislifeturnstobetotallymessedup.Andrestrugglestomanagetokeephisdignityasahumanbeingandhisprestigeasafatherunderallsortsofunfavorableconditions,andfromhim,wecangainin-depthinsightsintowhatlosingmemoriesandidentityareallabout.",,,91.0,"{SEAT_PRICE=130,000 won, PERFORM_IDX=35752, SEAT_RATING=VIP}, {SEAT_PRICE=110,000 won, PERFORM_IDX=35752, SEAT_RATING=R}, {SEAT_PRICE=80,000 won, PERFORM_IDX=35752, SEAT_RATING=S}, {SEAT_PRICE=40,000 won, PERFORM_IDX=35752, SEAT_RATING=A}, {SEAT_PRICE=20,000 won, PERFORM_IDX=35752, SEAT_RATING=B}"
20241218,20241218,35835,클래식,"2nd Phrase, all the Periodes",세종체임버홀,90.0,15.0,7,,02-581-5404,,"J.M.Leclair(1697-1764)SonataforTwoViolinsineminor,Op.3No.5Ⅰ.AllegromapocoⅡ.GavottagraciosoAndanteⅢ.PrestoVn.1이재호Vn.2김도아F.J.Haydn(1732-1809)StringQuartetinE-flatMajor,Hob.III:38‘TheJoke’Ⅰ.AllegromoderatoⅡ.ScherzandoAllegro-TrioⅢ.LargosostenutoⅣ.FinalePrestoVn.1김도아Vn.2김광훈Va.임요섭Vc.이진형G.Bacewicz(1909-1969)QuartetforFourViolinsⅠ.AllegrettoⅡ.AndantetranquilloⅢ.MoltoallegroVn.1김광훈Vn.2김도아Vn.3양효진Vn.4이민경INTERMISSIONF.Schubert(1797-1828)PianoTrioNo.2inE-flatMajor,D.929Ⅱ.AndanteconmotoVn.양효진Vc.이진형Pf.최은영A.S.Arensky(1861-1906)PianoQuintetinDMajor,Op.51Ⅰ.AllegromoderatoⅡ.VariationsAndanteⅢ.ScherzoAllegrovivaceⅣ.Finale(inmodoantico)AllegromoderatoVn.1이민경Vn.2양효진Va.임요섭Vc.이진형Pf.최은영",,,91.0,"{SEAT_PRICE=30,000 won, PERFORM_IDX=35835, SEAT_RATING=All seats}"
20241218,20241218,35386,클래식,12월 누구나 클래식 〈유니버설발레단 - 호두까기인형〉,세종대극장,120.0,20.0,4세 이상,세종문화티켓,02-399-1000,,,,,91.0,"{SEAT_PRICE=행복동행석, PERFORM_IDX=35386, SEAT_RATING=전석}"
20241218,20241218,35814,클래식,마인츠의 유쾌한 음악가들,세종체임버홀,90.0,15.0,7세 이상,영음예술기획,02-581-5404,"독일마인츠국립음대동문연주단체,‘마인츠의유쾌한음악가들’이두번째무대를준비했습니다.이번에는‘2ndPhrase,allthePeriodes’라는제하(題下)에,모든시대를망라하는작품을선별해보았습니다.바로크의화려함이돋보이는르클레르의이중주,고전시대의걸작,하이든의현악사중주‘농담’,슈베르트의우수와낭만이살아숨쉬는피아노트리오2번,러시아의시정(詩情)이돋보이는아렌스키의피아노오중주,그리고폴란드의여성작곡가바세비츠의화려한네대의바이올린을위한사중주가연주됩니다.깊어가는겨울밤,시대를대표하는걸작실내악의진수를느끼시는시간이되기를바랍니다.",,,,91.0,"{SEAT_PRICE=20,000원, PERFORM_IDX=35814, SEAT_RATING=전석}"
20241218,20241218,35880,무용,2024년 판댄스컴퍼니 정기공연,세종S씨어터,60.0,,8세 이상,판댄스컴퍼니,02-2611-9671,"『꿈틀』은 코로나, 라는 전 세계적 재난과 공황장애나 정신적 압박감 등으로 고통받는 현대인들에게서 모티브를 얻었다. 그 혼돈의 뿌리에는 현대인들의 이기심, 개인주의, 탐욕, 욕망이 자연을 위배하며 그들의 삶을 스스로 해치고 있기 때문이다. 이에 대해 나는 자유, 저항, 다양성, 존중심으로 맞서면서, 발 빠르게 변화하는 21세기 인류가 상실해가고 있는 진정한 인간다움이 무엇인지 질문을 던져볼 것이다.","#1희기쁘고좋아할喜.꿈(희망)바라보기!태초에꿈틀이있었지.동심(童心)으로뛰고뒹굴고손잡고기쁜숨쉬었지#2노화내고분노할怒.절망부딪히기!세상속에서꿈틀거렸지.답답한껍데기들과싸우느라숨막혔지#3애슬프고불쌍할哀.아픔마주보기!자기그림자에갇혀비틀거렸지.텅빈우울의늪에서벗어나려고숨몰아쉬었지#4락즐기고어울릴樂.꿈틀어울리기!되돌아보니디딘땅단단하고마음의날개가벼웁다.함께꿈꾸는숨결,꽃이될거야","판댄스컴퍼니소개판댄스컴퍼니는우리말의“한판을벌인다”는의미와다함께한국춤을통해춤판을벌이는뜻을담고있는단체이다.본단체는우리의고유한문화자산인한국춤의퍼포먼스와교육에초점을두고지속적인연구를진행하고있으며,소통과협력이중요시되는융복합시대에필요한춤네트워크를구축하고자한다.또한한국춤을올바르게보존하기위한콘텐츠개발을통해우리춤의가치를높이고이를기반으로다양한움직임어법을재창조하여관객들과호흡하고자한다.출연김도은홍수정이길현정도이김은주제지나이유림김시은이슬증몽요진상의의곽의최홍두천륜단한후",,91.0,"{SEAT_PRICE=50,000원, PERFORM_IDX=35880, SEAT_RATING=R석}, {SEAT_PRICE=30,000원, PERFORM_IDX=35880, SEAT_RATING=S석}"
20241218,20241218,35751,클래식,Nutcracker for Everyone in December Universal Ballet 〈Nutcracker〉,세종대극장,120.0,20.0,7,Sejong Center Ticket,02-399-1000,,ThebesteverpresentinChristmas!ThetimelessclassicballetmasterpiecebyimmortalchoreographerMariusPetipa!SteadysellerwhichadornsChristmasaroundtheworldeverywinter!bringsyouaspecialyear-end!,,,,
20241217,20241217,35808,클래식,메조 소프라노 정현아 & 테너 이인학 두오 리사이틀,세종체임버홀,90.0,15.0,7세 이상,지클레프,02-515-5123,,"H.Wolf(1860-1903)SpanischesLiederbuch;WelticheLiederHugoWolfSpanischesLiederbuch-WeltlicheLieder스페인가곡집세속가곡1.Aufdemgr?nenBalkon초록색발코니에서2.Bitt‘ihn,oMutter,bittedenKnaben오어머니그에게말씀해주세요3.Allegingen,Herz,zurRuh마음아,모두잠자리에들었구나4.LiebemirimBusen나의가슴에사랑이5.SchmerzlicheWonnenundwonnigeSchmerzen괴로운기쁨과행복한고통6.WennduzudenBlumengehst그대꽃밭에가면7.IndemSchattenmeinerLocken나의머릿결아래에서8.WerseinholdesLieb‘verloren사랑하는이를잃은자는9.Eide,sodieLiebeschwur사랑의서약은10.SeltsamistJuanasWeise후아나의방식은이상해요11.DanurLeidundLeidenschaft고통과열정만이12.M?genalleb?senZungen모든못된혀들은말하라13.WertatdeinemF?ßleinweh?누가그대의발을다치게했나요?14.Weheder,diemirverstrickte그를얽어맨그녀에게화가있으리라15.TreibenurmitLiebenSpott그대사랑으로조롱하기만하세요16.TraunichtderLiebe사랑을믿지마세요17.Herz,verzagenichtgeschwind마음이여쉽게실망하지말아라18.Sagt,seidIhres,feinerHerr멋진분,그대였군요19.BlindesSchauen,dunkleLeuchte눈은멀고어두운빛이20.K?pfchen,K?pfchen,nichtgewimmert사랑스러운머리여신음하지말아요21.DeineMutter,s?ßesKind사랑하는이여,그대의어머니는22.SieblasenzumAbmarsch행군나팔이울리네요23.Weintnicht,ihr?uglein그대의눈이여울지마세요24.Ach,imMaienwar’s아5월이었죠25.TiefimHerzentrag‘ichPein나의마음속깊이고통이있네26.BedecktmichmitBlumen꽃으로나를덮어주오27.Dereinst,dereinst,Gedankemein언젠가내마음이28.Ichfuhr?berMeer나바다를건너29.Klinge,klingemeinPandero울려라,울려라나의탬버린!30.Sagtihm,daßerzumirkomme내게오라고그에게말해주세요31.ObauchfinstereBlickeglitten어두운시선이나를향해도32.Undschl?fstdu,meinM?dchen나의연인이여그대자고있나요33.Komm,oTod,vonNachtumgeben밤으로둘러싸인죽음이여오라34.Geh,Geliebter,gehjetzt!가요,사랑하는이여,이제가세요","MezzoSoprano정현아&gt;선화예고,이화여대음악대학졸업&gt;독일만하임국립음대대학원및최고연주자과정졸업(Lied.Oratorio)&gt;독일프랑크푸르트국립음대대학원졸업(바로크음악)&gt;독일SDR,WDR방송녹음및바덴바덴,하이델르크,마그데부르크,프랑크푸르트오케스트라협연&gt;이화여대,성신여대,총신대,동국대,선화예중고,계원예중고강사,성결대겸임교수역임&gt;현재:성결대,서울시립대출강,독일가곡연구회,우리가곡연구회회원Tenor이인학&gt;한양대학교음악대학성악과졸업&gt;독일뮌헨국립음대최고연주자과정(MeisterklassenDiplom)졸업&gt;중앙,해외파견음협,뮌헨국제리릭테너콩쿠르우승및입상&gt;2018대한민국오페라대상주역상&gt;1995년독일뮌헨바이어른주립오페라단을시작으로레겐스부르크,아우구스부르크오페라극장전속솔리스트로9년간활동&gt;오페라,오라토리오,가곡을아우르는넓은레퍼토리로활동하였으며국내에서11회의독창회&gt;서울창의인성교육센터대표역임&gt;현재:서울시립대학교음악학과교수로재직중Piano김하얀＞예원학교,서울예술고등학교졸업＞이화여자대학교및동대학원졸업＞빈국립대학교Klavier-VokalbegleitungMagister최단기,최고점으로졸업＞전한국콘서바토리(구서울종합예술원)성악코치,UNChoir,UraniaChoir전임반주자,WienAkkord합창단수석반주자Wien,Austria,협성대,강남대,인천예고출강,성신여대,경희대,서울대클래스피아니스트＞현구리시심포니피아니스트,한국반주협회정회원,바로크와현대가곡연구회기악회원,독일가곡연구회기악회원,한예종반주강사,서울예고,순천향대학교출강＞음반-SongsfromMother,성악가를위한가곡반주,한국인을위한독일가곡등",,91.0,"{SEAT_PRICE=30,000원, PERFORM_IDX=35808, SEAT_RATING=전석}"
